id,Case Number,Date,Year,Type,Country,Area,Location,Fatal,original_order,Latitude,Longitude
4842,2017.07.07,07--Jul--17,2017,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon Reef, East London",N,6182,-32.2968,26.4194
4843,2017.04.29.c,29--Apr--17,2017,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms, Plettenberg Bay",N,6158,-33.2278,21.8569
4844,2017.04.12.a,12--Apr--17,2017,Invalid,SOUTH AFRICA,KwaZulu-Natal,Protea Banks,NULL,6146,-28.5306,30.8958
4845,2017.02.06.a,06--Feb--17,2017,Boating,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,N,6126,-28.5306,30.8958
4846,2016.12.19,19--Dec--16,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",N,6112,-33.2278,21.8569
4847,2016.06.23,23--Jun--16,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,Ryspunt,N,6046,-33.2278,21.8569
4848,2016.04.22,22--Apr--16,2016,Unprovoked,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",N,6021,-33.2278,21.8569
4849,2016.01.29,29--Jan--16,2016,Boating,SOUTH AFRICA,KwaZulu-Natal,NULL,N,5993,-28.5306,30.8958
4850,2015.12.26,26--Dec--15,2015,Boating,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,N,5984,-28.5306,30.8958
4851,2015.12.08,08--Dec--15,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mpande,N,5976,-32.2968,26.4194
4852,2015.10.25,25--Oct--15,2015,Unprovoked,SOUTH AFRICA,Western Cape Province,Stil Bay,N,5964,-33.2278,21.8569
4853,2015.07.19,19--Jul--15,2015,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,N,5915,-32.2968,26.4194
4887,2011.05.21.b,21--May--11,2011,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Levan Point,Y,5383,-28.5306,30.8958
4888,2011.05.04,04--May--11,2011,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Palm Beach,N,5377,-28.5306,30.8958
4889,2011.02.02,02--Feb--11,2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Sundays River Mouth, Port Elizabeth",N,5355,-32.2968,26.4194
4890,2011.01.15,15--Jan--11,2011,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Y,5350,-32.2968,26.4194
4891,2010.10.01,01--Oct--10,2010,Unprovoked,SOUTH AFRICA,Western Cape Province,"Melkbaai, Strand",N,5321,-33.2278,21.8569
4892,2010.09.21,21--Sep--10,2010,Unprovoked,SOUTH AFRICA,Western Cape Province,Between Dyer Island and Pearly Beach,Y,5318,-33.2278,21.8569
4893,2010.07.04,04--Jul--10,2010,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Two Mile Reef, Sodwana Bay",N,5290,-28.5306,30.8958
4894,2010.04.13,13--Apr--10,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"East Beach, Port Alfred",N,5271,-32.2968,26.4194
4895,2010.02.16,16--Feb--10,2010,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,N,5267,-32.2968,26.4194
4896,2010.01.12,12--Jan--10,2010,Unprovoked,SOUTH AFRICA,Western Province,Fish Hoek,Y,5253,25.21310805,55.1832747837
4897,2010.01.05,05--Jan--10,2010,Unprovoked,SOUTH AFRICA,Eastern Province,"Nahoon, East London",N,5247,25.21310805,55.1832747837
4898,2009.12.29,29--Dec--09,2009,Unprovoked,SOUTH AFRICA,Eastern Cape  Province,Port Alfred,N,5246,25.21310805,55.1832747837
4899,2009.12.18,18--Dec--09,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. Johns",Y,5241,-32.2968,26.4194
4900,2009.12.18,18--Dec--09,2009,Invalid,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",NULL,5240,-28.5306,30.8958
4901,2009.08.29,29--Aug--09,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,Glentana,Y,5208,-33.2278,21.8569
4902,2009.08.11,11--Aug--09,2009,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Alkantstrand ,N,5206,-28.5306,30.8958
4903,2009.07.07,07--Jul--09,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,"Jogensfontein, Stilbaai",N,5191,-33.2278,21.8569
4904,2009.04.06.b,06--Apr--09,2009,Invalid,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,NULL,5166,-28.5306,30.8958
4905,2009.03.27,27--Mar--09,2009,Provoked,SOUTH AFRICA,Eastern Cape Province,2-3 km north of Sunday's River mouth,N,5163,-32.2968,26.4194
4906,2009.03.21,21--Mar--09,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Y,5162,-32.2968,26.4194
4907,2009.03.02,02--Mar--09,2009,Provoked,SOUTH AFRICA,Western Cape Province,Off Cape Point,N,5153,-33.2278,21.8569
4908,2009.01.24.a,24--Jan--09,2009,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St. John's",Y,5138,-32.2968,26.4194
4909,2009.01.13.R,Reported 13--Jan--2009,2009,Unprovoked,SOUTH AFRICA,Western Cape Province,"Shark Alley, off Gansbaai",Y,5134,-33.2278,21.8569
4910,2008.12.10,10--Dec--08,2008,Provoked,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,N,5119,-33.2278,21.8569
4911,2008.07.30,Reported 30--Jul--2008,2008,Unprovoked,SOUTH AFRICA,NULL,NULL,N,5080,25.21310805,55.1832747837
4912,2008.06.28.a,28--Jun--08,2008,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,N,5062,-33.2278,21.8569
4913,2008.06.26.R,Reported 26--Jun--2008,2008,Unprovoked,SOUTH AFRICA,Western Cape Province,Struis Bay,N,5061,-33.2278,21.8569
4914,2008.05.01,01--May--08,2008,Provoked,SOUTH AFRICA,NULL,NULL,N,5042,25.21310805,55.1832747837
4915,2008.04.19.R,Reported 19--Apr--2008,2008,Invalid,SOUTH AFRICA,KwaZulu-Natal,Aliwal Shoal,NULL,5033,-28.5306,30.8958
4916,2008.03.28.c,28--Mar--08,2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,N,5024,-28.5306,30.8958
4917,2008.01.29,29--Jan--08,2008,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Suncoast Pirates Beach, Durban",N,5011,-28.5306,30.8958
4918,2007.11.07,07--Nov--07,2007,Unprovoked,SOUTH AFRICA,Western Cape Province,The Strand,N,4994,-33.2278,21.8569
4919,2007.11.03,03--Nov--07,2007,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,N,4991,-32.2968,26.4194
4954,2003.11.06.a,06--Nov--03,2003,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Karridene,N,4582,-28.5306,30.8958
4955,2003.09.14.b,14--Sep--03,2003,Boat,SOUTH AFRICA,Western Cape Province,Melkbosstrand,N,4561,-33.2278,21.8569
4956,2003.09.12,12--Sep--03,2003,Unprovoked,SOUTH AFRICA,Western Cape Province,Near the wreck of the Kakapo off Noordhoek Beach,Y,4557,-33.2278,21.8569
4957,2003.08.08,08--Aug--03,2003,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffrey’s Bay,N,4552,-32.2968,26.4194
4958,2003.01.17,17--Jan--03,2003,Invalid,SOUTH AFRICA,Western Cape Province,"Near the lagoon at Table View, Cape Peninsula",NULL,4505,-33.2278,21.8569
4959,2002.12.24,24--Dec--02,2002,Unprovoked,SOUTH AFRICA,Western Cape Province,Scarborough,N,4501,-33.2278,21.8569
4960,2002.09.13,13--Sep--02,2002,Unprovoked,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",N,4474,-33.2278,21.8569
4961,2002.06.03,03--Jun--02,2002,Unprovoked,SOUTH AFRICA,KwaZulu-Natal between Port Edward and Port St Johns,Off Mkhambati ,N,4449,25.21310805,55.1832747837
4962,2002.01.04,04--Jan--02,2002,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor,N,4418,-28.5306,30.8958
4963,2002.01.01.b,01--Jan--02,2002,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,N,4416,-28.5306,30.8958
4964,2001.10.07,07--Oct--01,2001,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Salt Rock ,N,4410,-28.5306,30.8958
4965,2001.05.08,08--May--01,2001,Unprovoked,SOUTH AFRICA,Eastern Cape Province,East London,N,4356,-32.2968,26.4194
4966,2001.04.08.b,08--Apr--01,2001,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape St. Francis,N,4340,-32.2968,26.4194
4967,2000.09.10.a,10--Sep--00,2000,Unprovoked,SOUTH AFRICA,Western Cape Province,Dyer Island,N,4291,-33.2278,21.8569
4968,2000.07.16.a,16--Jul--00,2000,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",N,4272,-32.2968,26.4194
4969,2000.07.15.b,15--Jul--00,2000,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape Recife,N,4271,-32.2968,26.4194
4970,2000.07.15.a,15--Jul--00,2000,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,South of Durban,N,4270,-28.5306,30.8958
4971,2000.02.19,19--Feb--00,2000,Unprovoked,SOUTH AFRICA,Western Cape Province,Struis Bay,N,4232,-33.2278,21.8569
4972,1999.11.13,13--Nov--99,1999,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umtentweni,N,4215,-28.5306,30.8958
4973,1999.07.29,29--Jul--99,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,Kogebaai,N,4192,-33.2278,21.8569
4974,1999.07.15,15--Jul--99,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,Buffels Bay (near Knysna),Y,4189,-33.2278,21.8569
4975,1999.07.03,03--Jul--99,1999,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Cintsa East, East London",N,4186,-32.2968,26.4194
4976,1999.01.13, 13--Jan--1999,1999,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Bonza Beach,N,4165,-32.2968,26.4194
4977,1999.00.00.b,1999,1999,Unprovoked,SOUTH AFRICA,Western Cape Province,"Hospital Rock, Dyers Island",N,4161,-33.2278,21.8569
4978,1998.12.20.R,Reported 20--Dec--1998,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"King's Beach, Port Elizabeth",N,4157,-32.2968,26.4194
4979,1998.12.18,18--Dec--98,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,N,4156,-32.2968,26.4194
4980,1998.10.18,18--Oct--98,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Glengariff,N,4147,-32.2968,26.4194
4981,1998.09.16.R,Reported 16--Sep--1998,1998,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kowie River,N,4140,-32.2968,26.4194
4982,1998.08.12,12--Aug--98,1998,Provoked,SOUTH AFRICA,Transvaal,"National Zoological Gardens Aquarium, Pretoria",N,4131,25.21310805,55.1832747837
4983,2017.07.14.b,14--Jul--17,2017,Unprovoked,USA,Washington,"South Beach, Westport, Grays Harbor County",N,6187,46.8889,-124.107
4984,2017.07.11,11--Jul--17,2017,Boating,USA,California,"Santa Cruz, Santa Cruz County",N,6185,36.9896,-122.105
4985,2017.07.09,09--Jul--17,2017,Unprovoked,USA,Florida,"Haulover Beach, Miami-Dade County",N,6184,25.927,-80.1207
4986,2017.06.29,29--Jun--17,2017,Invalid,USA,South Carolina,Wrightsville Beach,NULL,6180,34.2079917,-77.7955907
5022,2016.10.14,14--Oct--16,2016,Unprovoked,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",N,6099,20.7246,-156.449
5023,2016.10.10,10--Oct--16,2016,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",N,6096,45.9273,-123.972
5024,2016.10.02,02--Oct--16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,6095,29.0258,-80.927
5025,2016.10.01,01--Oct--16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,6094,29.0258,-80.927
5026,2016.09.18.c,18--Sep--16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,6092,29.0258,-80.927
5027,2016.09.18.b,18--Sep--16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,6091,29.0258,-80.927
5028,2016.09.18.a,18--Sep--16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,6090,29.0258,-80.927
5029,2016.09.17.b,17--Sep--16,2016,Unprovoked,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",N,6089,40.7195,-124.243
5030,2016.09.11,11--Sep--16,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",N,6085,30.24,-81.3853
5031,2016.09.07,07--Sep--16,2016,Unprovoked,USA,Hawaii,"Makaha, Oahu",N,6084,21.4634,-158.221
5032,2016.09.05.b,05--Sep--16,2016,Unprovoked,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",N,6082,33.7671,-78.7776
5033,2016.09.04,04--Sep--16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,6080,29.0258,-80.927
5034,2016.09.01,01--Sep--16,2016,Unprovoked,USA,California,"Refugio State Beach, Santa Barbara County",N,6079,34.4641,-120.067
5035,2016.08.29.b,29--Aug--16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,6077,29.0258,-80.927
5036,2016.08.29.a,29--Aug--16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,6076,29.0258,-80.927
5037,2016.08.25,25--Aug--16,2016,Unprovoked,USA,Florida,"Ponte Vedra, St. Johns County",N,6074,30.24,-81.3853
5038,2016.08.06,06--Aug--16,2016,Unprovoked,USA,Hawaii,Maui,N,6072,20.7984,-156.332
5039,2016.08.04,04--Aug--16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,6071,29.0258,-80.927
5040,2016.07.27,27--Jul--16,2016,Provoked,USA,Florida,"Florida Keys, Monroe County",N,6067,25.0273,-81.5358
5041,2016.07.17,17--Jul--16,2016,Boating,USA,Alabama,8 miles off Mobile,N,6061,37.0902,-95.7129
5042,2016.07.16.b,16--Jul--16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,6060,29.0258,-80.927
5043,2016.07.16.a,16--Jul--16,2016,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,6059,29.0258,-80.927
5044,2016.07.15.b,15--Jul--16,2016,Unprovoked,USA,California,"Surfside, Orange County",N,6058,33.7287,-118.084
5045,2016.07.15.a,15--Jul--16,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",N,6057,33.8018,-78.7095
5046,2016.07.08,08--Jul--16,2016,Boating,USA,California,"Capitola, Santa Cruz County",N,6054,36.9752,-121.953
5047,2016.07.07.b,07--Jul--16,2016,Provoked,USA,Massachusetts,"Off Gloucester, Essec County",N,6053,42.6269,-70.7162
5048,2016.07.07.a,07--Jul--16,2016,Boating,USA,California,"Off Palos Verdes peninsula, Los Angeles County",N,6052,33.7684,-118.349
5049,2016.07.06,06--Jul--16,2016,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",N,6051,28.0683,-80.5603
5050,2016.06.27,27--Jun--16,2016,Unprovoked,USA,South Carolina,Sullivan's Island,N,6049,32.7627,-79.8327
5051,2016.06.25,25--Jun--16,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",N,6048,34.6991,-76.7402
5052,2016.06.21.b,21--Jun--16,2016,Unprovoked,USA,South Carolina,"North Myrtle Beach, Horry County",N,6045,33.8018,-78.7095
5053,2016.06.21.a,21--Jun--16,2016,Unprovoked,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",N,6044,28.1683,-80.5876
5054,2016.06.15.b,15--Jun--16,2016,Unprovoked,USA,Hawaii,"Kalapaki Beach, Kauai",N,6043,21.9605,-159.35
5055,2016.06.14,14--Jun--16,2016,Unprovoked,USA,Texas,"Pirates Beach, Galveston",N,6041,29.2045,-94.9364
5056,2016.06.11,11--Jun--16,2016,Unprovoked,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",N,6040,34.6991,-76.7402
5093,2015.10.09.b,09--Oct--15,2015,Unprovoked,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",N,5957,32.1538,-80.7302
5094,2015.10.09.a,09--Oct--15,2015,Unprovoked,USA,Hawaii,"Leftovers, Oahu",N,5956,21.6338,-158.07
5095,2015.10.05.b,05--Oct--15,2015,Unprovoked,USA,Florida,"Pepper Park Beach, St. Lucie County",N,5953,27.4954,-80.3002
5096,2015.10.05.a,05--Oct--15,2015,Unprovoked,USA,Texas,Galveston,N,5952,29.3013,-94.7977
5097,2015.10.04,04--Oct--15,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,5951,29.0258,-80.927
5098,2015.09.29,29--Sep--15,2015,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",N,5950,29.9188576,-81.2928499
5099,2015.09.24,24--Sep--15,2015,Boating,USA,California,"Horseshoe Rock, Santa Barbara County",N,5948,34.4127,-119.69
5100,2015.09.20.d,20--Sep--15,2015,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,5947,29.0258,-80.927
5101,2015.09.20.c,20--Sep--15,2015,Unprovoked,USA,Hawaii,"Upolu Point, North Kohala, Big Island",N,5946,20.0859,-155.717
5102,2015.09.20.b,20--Sep--15,2015,Unprovoked,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",N,5945,30.6697,-81.4626
5103,2015.09.20.a,20--Sep--15,2015,Unprovoked,USA,Florida,"Vilano Beach, St.  Johns County",N,5944,29.9188576,-81.2928499
5104,2015.09.19,19--Sep--15,2015,Boating,USA,California,"Gaviota State Beach, Santa Barbara County",N,5943,34.5028,-120.218
5105,2015.09.18,18--Sep--15,2015,Unprovoked,USA,Florida,"Big Talbot Island, Duval County",N,5942,30.4812,-81.443
5106,2015.09.17,17--Sep--15,2015,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",N,5941,30.2841,-81.3961
5107,2015.09.06,06--Sep--15,2015,Unprovoked,USA,California,"El Pescador Beach, Los Angeles County",N,5939,34.0397,-118.893
5108,2015.09.05,05--Sep--15,2015,Provoked,USA,California,"Deer Creek Beach, Ventura County",N,5938,34.0762,-118.991
5109,2015.09.03,03--Sep--15,2015,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",N,5936,33.6903,-78.8807
5110,2015.08.29.b,29--Aug--15,2015,Unprovoked,USA,California,"Morro Strand State Beach, San Luis Obispo County",N,5933,35.3927,-120.867
5111,2015.08.29.a,29--Aug--15,2015,Unprovoked,USA,California,"Morro Bay, San Luis Obispo County",N,5932,35.3657,-120.854
5112,2015.08.22.b,22--Aug--15,2015,Invalid,USA,Florida,"Cocoa Beach, Brevard  County",NULL,5931,28.3293255,-80.6263148689
5113,2015.08.20,20--Aug--15,2015,Unprovoked,USA,South Carolina,"Murrells Inlet, Georgetown County",N,5929,33.551,-79.0414
5114,2015.08.19,19--Aug--15,2015,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",N,5928,30.2841,-81.3961
5115,2015.08.18.b,18--Aug--15,2015,Boating,USA,California,Santa Barbara County,N,5927,34.4208,-119.698
5116,2015.08.10,10--Aug--15,2015,Provoked,USA,California,Cortes Bank,N,5925,32.4667,-119.167
5117,2015.07.26.b,26--Jul--15,2015,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",N,5921,29.2108,-81.0228
5118,2015.07.26.a,26--Jul--15,2015,Invalid,USA,South Carolina,"Edisto Beach, Colleton County",NULL,5920,32.4793551,-80.3348229
5119,2015.07.23.b,23--Jul--15,2015,Provoked,USA,California,"La Jolla, San Diego County",N,5918,32.8474,-117.252
5120,2015.07-10,10--Jul--15,2015,Unprovoked,USA,California,"Huntington Beach, Orange County",N,5914,33.7185,-117.992
5121,2015.07.08,08--Jul--15,2015,Invalid,USA,California,"Huntington Beach, Orange County",NULL,5913,33.6783336,-118.0000166
5122,2015.07.04.a,04--Jul--15,2015,Unprovoked,USA,North Carolina,"Off Surf City, Pender County",N,5910,34.4271,-77.5461
5123,2015.07.01,01--Jul--15,2015,Unprovoked,USA,North Carolina,"Ocracoke, Lifeguard Beach, National Park Service, Hyde County",N,5907,35.1264,-75.9196
5124,2015.06.30.a,30--Jun--15,2015,Unprovoked,USA,South Carolina,"Isle of Palms County Park, Isle of Palms, Charleston County",N,5905,32.785,-79.7853
5125,2015.06.27.b,27--Jun--15,2015,Unprovoked,USA,North Carolina,"Rodanthe, Dare County",N,5904,35.6004,-75.4656
5126,2015.06.26.c,26--Jun--15,2015,Invalid,USA,Florida,"Jacksonville Beach, Duval County",NULL,5902,30.2946859,-81.3931396
5163,2014.10.14,14--Oct--14,2014,Unprovoked,USA,South Carolina,"Hilton Head Island, Beaufort County",N,5817,32.2163,-80.7526
5164,2014.10.12,12--Oct--14,2014,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",N,5816,28.0683,-80.5603
5165,2014.10.05.b,05--Oct--14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,5814,29.0258,-80.927
5166,2014.10.07,07--Oct--14,2014,Unprovoked,USA,Florida,"Cherie Down Park, Brevard County",N,5813,28.3923,-80.5964
5167,2014.10.05.a,05--Oct--14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,5812,29.0258,-80.927
5168,2014.10.03.b,03--Oct--14,2014,Boating,USA,California,Santa Barbara County,N,5811,34.4208,-119.698
5169,2014.10.03.a,03--Oct--14,2014,Boating,USA,California,Santa Barbara County,N,5810,34.4208,-119.698
5170,2014.10.02.b,02--Oct--14,2014,Unprovoked,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",N,5809,34.7069,-120.601
5171,2014.09.21,21--Sep--14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,5807,29.0258,-80.927
5172,2014.09.13,13--Sep--14,2014,Invalid,USA,California,"Manresa State Beach, Santa Cruz County",NULL,5805,36.9275915,-121.8594780713
5173,2014.09.06,06--Sep--14,2014,Unprovoked,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",N,5803,30.2543,-88.1124
5174,2014.09.03,03--Sep--14,2014,Boating,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",N,5802,41.9221,-70.5488
5175,2014.09.02,02--Sep--14,2014,Provoked,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",N,5801,27.2054,-80.1691
5176,2014.08.31,31--Aug--14,2014,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",N,5799,29.0258,-80.927
5177,2014.08.29.b,29--Aug--14,2014,Unprovoked,USA,Florida,"Ponce Inlet, Volusia County",N,5798,29.0794,-80.9292
5178,2014.08.29.a,29--Aug--14,2014,Invalid,USA,Florida,"Atlantic Beach, Duval County",NULL,5797,30.342165,-81.3703702773
5179,2014.08.28,28--Aug--14,2014,Provoked,USA,Maryland,Assateague National Seashore,N,5796,38.0608,-75.2362
5180,2014.08.27.b,27--Aug--14,2014,Unprovoked,USA,North Carolina,"Figure Eight Island,  New Hanover County",N,5794,34.2701077,-77.7580880678
5181,2014.08.27.a,27--Aug--14,2014,Unprovoked,USA,South Carolina,"Surfside Beach, Horry  County",N,5793,33.6060031,-78.9730887
5182,2014.08.25,Reported 25--Aug--2014,2014,Provoked,USA,Florida,Apalachicola Bay ,N,5792,29.669,-84.9838
5183,2014.08.24,24--Aug--14,2014,Unprovoked,USA,North Carolina,"Off Masonboro Island, New Hanover County",N,5791,34.1329,-77.851
5184,2014.08.12,12--Aug--14,2014,Unprovoked,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",N,5789,29.6905,-85.2644
5185,2014.08.10,10--Aug--14,2014,Unprovoked,USA,Florida,"Hallandale Beach, Broward County",N,5788,25.9901,-80.1378
5186,2014.08.09,09--Aug--14,2014,Unprovoked,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",N,5786,28.32001,-80.60755
5187,2014.08.08,08--Aug--14,2014,Unprovoked,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",N,5785,30.038,-90.0155
5188,2014.08.06,06--Aug--14,2014,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",N,5784,32.6552,-79.9404
5189,2014.08.05,05--Aug--14,2014,Unprovoked,USA,Florida,"Cocoa Beach, Brevard  County",N,5783,28.3293255,-80.6263148689
5190,2014.08.02,02--Aug--14,2014,Unprovoked,USA,Florida,"South of Cocoa Beach, Brevard County",N,5782,28.2814,-80.6064
5191,2014.08.02,02--Aug--14,2014,Unprovoked,USA,Florida,"Table Beach, Brevard County",N,5781,28.2321,-80.5999
5192,2014.07.27,27--Jul--14,2014,Unprovoked,USA,North Carolina,"Sunset Beach, Brunswick County",N,5778,33.8807,-78.5122
5193,2014.07.21,21--Jul--14,2014,Unprovoked,USA,Florida,"Indialantic, Brevard County",N,5776,28.0913,-80.5664
5194,2014.07.16,16--Jul--14,2014,Unprovoked,USA,Hawaii,"Paia Bay, Maui",N,5774,20.9174,-156.384
5195,2014.07.14,14--Jul--14,2014,Unprovoked,USA,Florida,Okaloosa Island,N,5773,30.398,-86.5977
5196,2014.07.12,12--Jul--14,2014,Unprovoked,USA,North Carolina,"Masonboro Island, New Hanover County",N,5771,34.1329,-77.851
5232,2013.09.29.b,29--Sep--13,2013,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",N,5687,28.0683,-80.5603
5233,2013.09.25, 25--Sep--2013,2013,Unprovoked,USA,Florida,"Panama City, Bay County",N,5685,30.1600827,-85.6545729
5234,2013.09.21.b, 21--Sep--2013,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",N,5684,29.2854132,-81.0557921
5235,2013.09.21.a, 21--Sep--2013,2013,Unprovoked,USA,Florida,"Carlin Park, Jupiter, Palm Beach County",N,5683,26.92959535,-80.070608785
5236,2013.09.14, 14--Sep--2013,2013,Unprovoked,USA,Florida,"Casino Beach, Pensacola, Escambia County",N,5682,30.556656,-87.28499
5237,2013.09.12, 12--Sep--2013,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",N,5681,29.0258191,-80.9269984
5238,2013.09.08,08--Sep--13,2013,Unprovoked,USA,South Carolina,"St. Helena Island, Beaufort County",UNKNOWN,5680,32.3972,-80.555
5239,2013.09.07.b, 07--Sep--2013,2013,Provoked,USA,Florida,"New Smyrna Beach,  Volusia County",N,5679,29.0258191,-80.9269984
5240,2013.09.07.a, 07--Sep--2013,2013,Unprovoked,USA,Florida,"New Smyrna Beach,  Volusia County",N,5678,29.0258191,-80.9269984
5241,2013.09.02, 02--Sep--2013,2013,Unprovoked,USA,Florida,"Ormond Beach, Volusia County",N,5677,29.2854132,-81.0557921
5242,2013.09.01.c, 01--Sep--2013,2013,Provoked,USA,Florida,Key West Aquarium,N,5676,24.55907395,-81.8073196982
5243,2013.09.01.a, 01--Sep--2013,2013,Unprovoked,USA,Florida,"St Augustine Beach, St Johns County",N,5674,29.8508613,-81.2716634
5244,2013.08.31.a,31--Aug--13,2013,Unprovoked,USA,California,"Butterfly Beach, Montecito, Santa Barbara County",N,5672,34.4176,-119.649
5245,2013.08.29,29--Aug--13,2013,Invalid,USA,California,Catalina Channel,NULL,5671,34.981192,-120.438137
